society;n_employe;city;country;command_date;n_command;product_name;total_price
Vaffeljernet;8;Århus;Danemark;31/01/1995;10399;Lakkalikööri;2 520,00 F
Vaffeljernet;8;Århus;Danemark;31/01/1995;10399;Original Frankfurter grüne Soße;728,00 F
Eastern Connection;1;London;Royaume-Uni;01/02/1995;10400;Thüringer Rostbratwurst;10 395,00 F
Eastern Connection;1;London;Royaume-Uni;01/02/1995;10400;Steeleye Stout;2 520,00 F
Rattlesnake Canyon Grocery;1;Albuquerque;États-Unis;01/02/1995;10401;Nord-Ost Matjeshering;1 863,00 F
Rattlesnake Canyon Grocery;1;Albuquerque;États-Unis;01/02/1995;10401;Louisiana Fiery Hot Pepper Sauce;1 680,00 F
Ernst Handel;8;Graz;Autriche;02/02/1995;10402;Vegie-spread;11 407,50 F
Ernst Handel;8;Graz;Autriche;02/02/1995;10402;Tunnbröd;2 160,00 F
Ernst Handel;4;Graz;Autriche;03/02/1995;10403;Chocolade;3 034,50 F
Ernst Handel;4;Graz;Autriche;03/02/1995;10403;Pavlova;1 240,57 F
Magazzini Alimentari Riuniti;2;Bergamo;Italie;03/02/1995;10404;Singaporean Hokkien Fried Mee;2 128,00 F
Magazzini Alimentari Riuniti;2;Bergamo;Italie;03/02/1995;10404;Maxilaku;2 280,00 F
LINO-Delicateses;1;I. de Margarita;Venezuela;06/02/1995;10405;Aniseed Syrup;2 000,00 F
Queen Cozinha;7;São Paulo;Brésil;07/02/1995;10406;Chai;720,00 F
Queen Cozinha;7;São Paulo;Brésil;07/02/1995;10406;Sir Rodney's Scones;1 080,00 F
Queen Cozinha;7;São Paulo;Brésil;07/02/1995;10406;Rössle Sauerkraut;6 879,60 F
Queen Cozinha;7;São Paulo;Brésil;07/02/1995;10406;Boston Crab Meat;132,30 F
Ottilies Käseladen;2;Köln;Allemagne;07/02/1995;10407;Queso Cabrales;2 520,00 F
Folies gourmandes;8;Lille;France;08/02/1995;10408;Tarte au sucre;6 895,00 F
Folies gourmandes;8;Lille;France;08/02/1995;10408;Tourtière;177,00 F
Océano Atlántico Ltda.;3;Buenos Aires;Argentine;09/02/1995;10409;Tofu;1 116,00 F
Océano Atlántico Ltda.;3;Buenos Aires;Argentine;09/02/1995;10409;Sir Rodney's Scones;480,00 F
Bottom-Dollar Markets;3;Tsawassen;Canada;10/02/1995;10410;Raclette Courdavault;3 520,00 F
Bottom-Dollar Markets;9;Tsawassen;Canada;10/02/1995;10411;Jack's New England Clam Chowder;770,00 F
Bottom-Dollar Markets;9;Tsawassen;Canada;10/02/1995;10411;Raclette Courdavault;1 584,00 F
Wartian Herkku;8;Oulu;Finlande;13/02/1995;10412;Tofu;1 674,00 F
La maison d'Asie;3;Toulouse;France;14/02/1995;10413;Chai;1 728,00 F
La maison d'Asie;3;Toulouse;France;14/02/1995;10413;Tarte au sucre;7 880,00 F
La maison d'Asie;3;Toulouse;France;14/02/1995;10413;Lakkalikööri;1 008,00 F
Familia Arquibaldo;2;São Paulo;Brésil;14/02/1995;10414;Teatime Chocolate Biscuits;624,15 F
Hungry Coyote Import Store;3;Elgin;États-Unis;15/02/1995;10415;Alice Mutton;312,00 F
Wartian Herkku;8;Oulu;Finlande;16/02/1995;10416;Ravioli Angelo;1 560,00 F
Wartian Herkku;8;Oulu;Finlande;16/02/1995;10416;Teatime Chocolate Biscuits;730,00 F
Wartian Herkku;8;Oulu;Finlande;16/02/1995;10416;Perth Pasties;1 310,00 F
Simons bistro;4;København;Danemark;16/02/1995;10417;Côte de Blaye;52 700,00 F
Simons bistro;4;København;Danemark;16/02/1995;10417;Spegesild;72,00 F
Simons bistro;4;København;Danemark;16/02/1995;10417;Scottish Longbreads;1 350,00 F
Simons bistro;4;København;Danemark;16/02/1995;10417;Original Frankfurter grüne Soße;1 820,00 F
QUICK-Stop;4;Cunewalde;Allemagne;17/02/1995;10418;Chang;4 560,00 F
QUICK-Stop;4;Cunewalde;Allemagne;17/02/1995;10418;Zaanse koeken;2 090,00 F
QUICK-Stop;4;Cunewalde;Allemagne;17/02/1995;10418;Sirop d'érable;1 824,00 F
QUICK-Stop;4;Cunewalde;Allemagne;17/02/1995;10418;Longlife Tofu;600,00 F
7;4;Genève;Suisse;20/02/1995;10419;Camembert Pierrot;7 752,00 F
Wellington Importadora;3;Resende;Brésil;21/02/1995;10420;Röd Kaviar;1 080,00 F
Wellington Importadora;3;Resende;Brésil;21/02/1995;10420;Mishi Kobe Niku;6 984,00 F
Wellington Importadora;3;Resende;Brésil;21/02/1995;10420;Konbu;43,20 F
Que Delícia;8;Rio de Janeiro;Brésil;21/02/1995;10421;Teatime Chocolate Biscuits;124,10 F
Que Delícia;8;Rio de Janeiro;Brésil;21/02/1995;10421;Perth Pasties;1 670,25 F
Que Delícia;8;Rio de Janeiro;Brésil;21/02/1995;10421;Original Frankfurter grüne Soße;442,00 F
Gourmet Lanchonetes;6;Campinas;Brésil;23/02/1995;10423;Raclette Courdavault;4 400,00 F
Mère Paillarde;7;Montréal;Canada;23/02/1995;10424;Steeleye Stout;3 456,00 F
Mère Paillarde;7;Montréal;Canada;23/02/1995;10424;Côte de Blaye;41 316,80 F
Mère Paillarde;7;Montréal;Canada;23/02/1995;10424;Scottish Longbreads;1 200,00 F
La maison d'Asie;6;Toulouse;France;24/02/1995;10425;Lakkalikööri;1 080,00 F
La maison d'Asie;6;Toulouse;France;24/02/1995;10425;Pâté chinois;720,00 F
Piccolo und mehr;4;Salzburg;Autriche;27/02/1995;10427;Tofu;3 255,00 F
Reggiani Caseifici;7;Reggio Emilia;Italie;28/02/1995;10428;Spegesild;960,00 F
Hungry Owl All-Night Grocers;3;Cork;Irlande;01/03/1995;10429;Valkoinen suklaa;2 600,00 F
Hungry Owl All-Night Grocers;3;Cork;Irlande;01/03/1995;10429;Vegie-spread;4 606,88 F
Ernst Handel;4;Graz;Autriche;02/03/1995;10430;Alice Mutton;5 616,00 F
Ernst Handel;4;Graz;Autriche;02/03/1995;10430;Sir Rodney's Scones;2 000,00 F
Ernst Handel;4;Graz;Autriche;02/03/1995;10430;Raclette Courdavault;12 320,00 F
Bottom-Dollar Markets;4;Tsawassen;Canada;02/03/1995;10431;Alice Mutton;5 850,00 F
Bottom-Dollar Markets;4;Tsawassen;Canada;02/03/1995;10431;Boston Crab Meat;2 756,25 F
Bottom-Dollar Markets;4;Tsawassen;Canada;02/03/1995;10431;Zaanse koeken;855,00 F
Split Rail Beer & Ale;3;Lander;États-Unis;03/03/1995;10432;Tourtière;1 180,00 F
Folk och fä HB;3;Bräcke;Suède;06/03/1995;10434;Queso Cabrales;504,00 F
Folk och fä HB;3;Bräcke;Suède;06/03/1995;10434;Lakkalikööri;1 101,60 F
Consolidated Holdings;8;London;Royaume-Uni;07/03/1995;10435;Chang;760,00 F
Consolidated Holdings;8;London;Royaume-Uni;07/03/1995;10435;Mozzarella di Giovanni;1 390,00 F
Blondel père et fils;3;Strasbourg;France;08/03/1995;10436;Spegesild;240,00 F
Blondel père et fils;3;Strasbourg;France;08/03/1995;10436;Rhönbräu Klosterbier;669,60 F
Wartian Herkku;8;Oulu;Finlande;08/03/1995;10437;Perth Pasties;1 965,00 F
Toms Spezialitäten;3;Münster;Allemagne;09/03/1995;10438;Teatime Chocolate Biscuits;438,00 F
Toms Spezialitäten;3;Münster;Allemagne;09/03/1995;10438;Sasquatch Ale;896,00 F
Toms Spezialitäten;3;Münster;Allemagne;09/03/1995;10438;Ravioli Angelo;936,00 F
Mère Paillarde;6;Montréal;Canada;10/03/1995;10439;Pavlova;1 112,00 F
Mère Paillarde;6;Montréal;Canada;10/03/1995;10439;Wimmers gute Semmelknödel;798,00 F
Mère Paillarde;6;Montréal;Canada;10/03/1995;10439;Longlife Tofu;1 200,00 F
Mère Paillarde;6;Montréal;Canada;10/03/1995;10439;Queso Manchego La Pastora;2 280,00 F
Save-a-lot Markets;4;Boise;États-Unis;13/03/1995;10440;Chang;2 907,00 F
Save-a-lot Markets;4;Boise;États-Unis;13/03/1995;10440;Pavlova;2 894,67 F
Save-a-lot Markets;4;Boise;États-Unis;13/03/1995;10440;Thüringer Rostbratwurst;10 098,00 F
Save-a-lot Markets;4;Boise;États-Unis;13/03/1995;10440;Sirop d'érable;8 721,00 F
Old World Delicatessen;3;Anchorage;États-Unis;13/03/1995;10441;Schoggi Schokolade;8 775,00 F
Ernst Handel;3;Graz;Autriche;14/03/1995;10442;Queso Cabrales;2 520,00 F
Ernst Handel;3;Graz;Autriche;14/03/1995;10442;Tourtière;2 360,00 F
Ernst Handel;3;Graz;Autriche;14/03/1995;10442;Louisiana Hot Spiced Okra;4 080,00 F
Reggiani Caseifici;8;Reggio Emilia;Italie;15/03/1995;10443;Queso Cabrales;403,20 F
Berglunds snabbköp;3;Luleå;Suède;15/03/1995;10444;Alice Mutton;1 560,00 F
Berglunds snabbköp;3;Luleå;Suède;15/03/1995;10444;Steeleye Stout;576,00 F
Berglunds snabbköp;3;Luleå;Suède;15/03/1995;10444;Jack's New England Clam Chowder;1 155,00 F
Berglunds snabbköp;3;Luleå;Suède;16/03/1995;10445;Chartreuse verte;432,00 F
Berglunds snabbköp;3;Luleå;Suède;16/03/1995;10445;Tourtière;442,50 F
Toms Spezialitäten;6;Münster;Allemagne;17/03/1995;10446;Teatime Chocolate Biscuits;394,20 F
Ricardo Adocicados;4;Rio de Janeiro;Brésil;17/03/1995;10447;Teatime Chocolate Biscuits;1 460,00 F
Ricardo Adocicados;4;Rio de Janeiro;Brésil;17/03/1995;10447;Louisiana Fiery Hot Pepper Sauce;2 940,00 F
Rancho grande;4;Buenos Aires;Argentine;20/03/1995;10448;Boston Crab Meat;1 470,00 F
Blondel père et fils;3;Strasbourg;France;21/03/1995;10449;Tarte au sucre;6 895,00 F
Victuailles en stock;8;Lyon;France;22/03/1995;10450;Tourtière;141,60 F
QUICK-Stop;4;Cunewalde;Allemagne;22/03/1995;10451;Original Frankfurter grüne Soße;2 574,00 F
QUICK-Stop;4;Cunewalde;Allemagne;22/03/1995;10451;Louisiana Fiery Hot Pepper Sauce;2 116,80 F
QUICK-Stop;4;Cunewalde;Allemagne;22/03/1995;10451;Wimmers gute Semmelknödel;4 189,50 F
QUICK-Stop;4;Cunewalde;Allemagne;22/03/1995;10451;Pâté chinois;10 368,00 F
Save-a-lot Markets;8;Boise;États-Unis;23/03/1995;10452;Rössle Sauerkraut;2 730,00 F
Around the Horn;1;London;Royaume-Uni;24/03/1995;10453;Chocolade;688,50 F
La maison d'Asie;4;Toulouse;France;24/03/1995;10454;Pavlova;1 112,00 F
La maison d'Asie;4;Toulouse;France;24/03/1995;10454;Spegesild;384,00 F
Wartian Herkku;8;Oulu;Finlande;27/03/1995;10455;Chartreuse verte;1 440,00 F
Wartian Herkku;8;Oulu;Finlande;27/03/1995;10455;Perth Pasties;6 550,00 F
Wartian Herkku;8;Oulu;Finlande;27/03/1995;10455;Sirop d'érable;2 850,00 F
Königlich Essen;8;Brandenburg;Allemagne;28/03/1995;10456;Maxilaku;1 428,00 F
Königlich Essen;8;Brandenburg;Allemagne;28/03/1995;10456;Sir Rodney's Scones;1 360,00 F
Königlich Essen;2;Brandenburg;Allemagne;28/03/1995;10457;Raclette Courdavault;7 920,00 F
Suprêmes délices;7;Charleroi;Belgique;29/03/1995;10458;Rössle Sauerkraut;5 460,00 F
Victuailles en stock;4;Lyon;France;30/03/1995;10459;Uncle Bob's Organic Dried Pears;1 824,00 F
Victuailles en stock;4;Lyon;France;30/03/1995;10459;Spegesild;912,00 F
Victuailles en stock;4;Lyon;France;30/03/1995;10459;Mozzarella di Giovanni;5 560,00 F
Folk och fä HB;8;Bräcke;Suède;31/03/1995;10460;Scottish Longbreads;787,50 F
Folk och fä HB;8;Bräcke;Suède;31/03/1995;10460;Rhönbräu Klosterbier;93,00 F
LILA-Supermercado;1;Barquisimeto;Venezuela;31/03/1995;10461;Sir Rodney's Scones;1 200,00 F
LILA-Supermercado;1;Barquisimeto;Venezuela;31/03/1995;10461;Nord-Ost Matjeshering;2 173,50 F
LILA-Supermercado;1;Barquisimeto;Venezuela;31/03/1995;10461;Pâté chinois;4 320,00 F
Consolidated Holdings;2;London;Royaume-Uni;03/04/1995;10462;Tunnbröd;756,00 F
Consolidated Holdings;2;London;Royaume-Uni;03/04/1995;10462;Konbu;24,00 F
Suprêmes délices;5;Charleroi;Belgique;04/04/1995;10463;Singaporean Hokkien Fried Mee;2 800,00 F
Suprêmes délices;5;Charleroi;Belgique;04/04/1995;10463;Teatime Chocolate Biscuits;766,50 F
Furia Bacalhau e Frutos do Mar;4;Lisboa;Portugal;04/04/1995;10464;Chef Anton's Cajun Seasoning;1 126,40 F
Furia Bacalhau e Frutos do Mar;4;Lisboa;Portugal;04/04/1995;10464;Camembert Pierrot;2 720,00 F
Vaffeljernet;1;Århus;Danemark;05/04/1995;10465;Thüringer Rostbratwurst;8 019,00 F
Vaffeljernet;1;Århus;Danemark;05/04/1995;10465;Boston Crab Meat;1 470,00 F
Vaffeljernet;1;Århus;Danemark;05/04/1995;10465;Røgede sild;1 026,00 F
Vaffeljernet;1;Århus;Danemark;05/04/1995;10465;Valkoinen suklaa;1 625,00 F
Comércio Mineiro;4;São Paulo;Brésil;06/04/1995;10466;Queso Cabrales;840,00 F
Comércio Mineiro;4;São Paulo;Brésil;06/04/1995;10466;Spegesild;240,00 F
Magazzini Alimentari Riuniti;8;Bergamo;Italie;06/04/1995;10467;NuNuCa Nuß-Nougat-Creme;672,00 F
Königlich Essen;3;Brandenburg;Allemagne;07/04/1995;10468;Nord-Ost Matjeshering;828,00 F
White Clover Markets;1;Seattle;États-Unis;10/04/1995;10469;Chang;2 584,00 F
White Clover Markets;1;Seattle;États-Unis;10/04/1995;10469;Pavlova;2 067,62 F
Bon app';4;Marseille;France;11/04/1995;10470;Carnarvon Tigers;7 500,00 F
Bon app';4;Marseille;France;11/04/1995;10470;Tunnbröd;540,00 F
Bon app';4;Marseille;France;11/04/1995;10470;Wimmers gute Semmelknödel;1 064,00 F
B's Beverages;2;London;Royaume-Uni;11/04/1995;10471;Uncle Bob's Organic Dried Pears;3 600,00 F
Seven Seas Imports;8;London;Royaume-Uni;12/04/1995;10472;Manjimup Dried Apples;3 816,00 F
Pericles Comidas clásicas;5;México D.F.;Mexique;13/04/1995;10474;Tofu;1 116,00 F
Pericles Comidas clásicas;5;México D.F.;Mexique;13/04/1995;10474;Rössle Sauerkraut;3 276,00 F
Pericles Comidas clásicas;5;México D.F.;Mexique;13/04/1995;10474;Boston Crab Meat;1 543,50 F
Pericles Comidas clásicas;5;México D.F.;Mexique;13/04/1995;10474;Rhönbräu Klosterbier;310,00 F
Suprêmes délices;9;Charleroi;Belgique;14/04/1995;10475;Louisiana Hot Spiced Okra;3 468,00 F
Suprêmes délices;9;Charleroi;Belgique;14/04/1995;10475;Lakkalikööri;2 570,40 F
HILARIÓN-Abastos;8;San Cristóbal;Venezuela;17/04/1995;10476;Pâté chinois;182,40 F
Princesa Isabel Vinhos;5;Lisboa;Portugal;17/04/1995;10477;Chai;1 080,00 F
Princesa Isabel Vinhos;5;Lisboa;Portugal;17/04/1995;10477;Sir Rodney's Scones;630,00 F
Princesa Isabel Vinhos;5;Lisboa;Portugal;17/04/1995;10477;Chartreuse verte;1 080,00 F
Rattlesnake Canyon Grocery;3;Albuquerque;États-Unis;19/04/1995;10479;Côte de Blaye;31 620,00 F
Rattlesnake Canyon Grocery;3;Albuquerque;États-Unis;19/04/1995;10479;Perth Pasties;3 668,00 F
Rattlesnake Canyon Grocery;3;Albuquerque;États-Unis;19/04/1995;10479;Raclette Courdavault;13 200,00 F
Rattlesnake Canyon Grocery;3;Albuquerque;États-Unis;19/04/1995;10479;Wimmers gute Semmelknödel;3 990,00 F
Folies gourmandes;6;Lille;France;20/04/1995;10480;Raclette Courdavault;2 640,00 F
Folies gourmandes;6;Lille;France;20/04/1995;10480;Zaanse koeken;1 140,00 F
Ricardo Adocicados;8;Rio de Janeiro;Brésil;20/04/1995;10481;Maxilaku;1 920,00 F
Ricardo Adocicados;8;Rio de Janeiro;Brésil;20/04/1995;10481;Camembert Pierrot;5 440,00 F
Lazy K Kountry Store;1;Walla Walla;États-Unis;21/04/1995;10482;Boston Crab Meat;735,00 F
White Clover Markets;7;Seattle;États-Unis;24/04/1995;10483;Sasquatch Ale;1 862,00 F
White Clover Markets;7;Seattle;États-Unis;24/04/1995;10483;Original Frankfurter grüne Soße;1 482,00 F
B's Beverages;3;London;Royaume-Uni;24/04/1995;10484;Sir Rodney's Scones;560,00 F
B's Beverages;3;London;Royaume-Uni;24/04/1995;10484;Boston Crab Meat;735,00 F
B's Beverages;3;London;Royaume-Uni;24/04/1995;10484;Manjimup Dried Apples;636,00 F
LINO-Delicateses;4;I. de Margarita;Venezuela;25/04/1995;10485;Chang;1 368,00 F
LINO-Delicateses;4;I. de Margarita;Venezuela;25/04/1995;10485;Aniseed Syrup;720,00 F
LINO-Delicateses;4;I. de Margarita;Venezuela;25/04/1995;10485;Pâté chinois;2 592,00 F
HILARIÓN-Abastos;1;San Cristóbal;Venezuela;26/04/1995;10486;Queso Cabrales;420,00 F
HILARIÓN-Abastos;1;San Cristóbal;Venezuela;26/04/1995;10486;Manjimup Dried Apples;5 300,00 F
Queen Cozinha;2;São Paulo;Brésil;26/04/1995;10487;Teatime Chocolate Biscuits;182,50 F
Queen Cozinha;2;São Paulo;Brésil;26/04/1995;10487;Tourtière;531,00 F
Frankenversand;8;München;Allemagne;27/04/1995;10488;Raclette Courdavault;6 600,00 F
Frankenversand;8;München;Allemagne;27/04/1995;10488;Röd Kaviar;960,00 F
Piccolo und mehr;6;Salzburg;Autriche;28/04/1995;10489;Queso Cabrales;945,00 F
Piccolo und mehr;6;Salzburg;Autriche;28/04/1995;10489;Pavlova;1 251,00 F
HILARIÓN-Abastos;7;San Cristóbal;Venezuela;01/05/1995;10490;Raclette Courdavault;13 200,00 F
HILARIÓN-Abastos;7;San Cristóbal;Venezuela;01/05/1995;10490;Scottish Longbreads;1 500,00 F
HILARIÓN-Abastos;7;San Cristóbal;Venezuela;01/05/1995;10490;Rhönbräu Klosterbier;1 116,00 F
Furia Bacalhau e Frutos do Mar;8;Lisboa;Portugal;01/05/1995;10491;Original Frankfurter grüne Soße;309,40 F
Bottom-Dollar Markets;3;Tsawassen;Canada;02/05/1995;10492;NuNuCa Nuß-Nougat-Creme;3 192,00 F
Bottom-Dollar Markets;3;Tsawassen;Canada;02/05/1995;10492;Singaporean Hokkien Fried Mee;1 064,00 F
La maison d'Asie;4;Toulouse;France;03/05/1995;10493;Louisiana Hot Spiced Okra;612,00 F
La maison d'Asie;4;Toulouse;France;03/05/1995;10493;Louisiana Fiery Hot Pepper Sauce;1 134,00 F
Laughing Bacchus Wine Cellars;3;Vancouver;Canada;04/05/1995;10495;Tunnbröd;360,00 F
Laughing Bacchus Wine Cellars;3;Vancouver;Canada;04/05/1995;10495;Jack's New England Clam Chowder;770,00 F
Laughing Bacchus Wine Cellars;3;Vancouver;Canada;04/05/1995;10495;Original Frankfurter grüne Soße;260,00 F
Lehmanns Marktstand;7;Frankfurt a.M.;Allemagne;05/05/1995;10497;Mozzarella di Giovanni;3 475,00 F
Lehmanns Marktstand;7;Frankfurt a.M.;Allemagne;05/05/1995;10497;Original Frankfurter grüne Soße;1 300,00 F
HILARIÓN-Abastos;8;San Cristóbal;Venezuela;08/05/1995;10498;Boston Crab Meat;460,00 F
HILARIÓN-Abastos;8;San Cristóbal;Venezuela;08/05/1995;10498;Singaporean Hokkien Fried Mee;2 100,00 F
LILA-Supermercado;4;Barquisimeto;Venezuela;09/05/1995;10499;Maxilaku;2 500,00 F
LILA-Supermercado;4;Barquisimeto;Venezuela;09/05/1995;10499;Rössle Sauerkraut;4 560,00 F
La maison d'Asie;6;Toulouse;France;10/05/1995;10500;Rössle Sauerkraut;1 732,80 F
Blauer See Delikatessen;9;Mannheim;Allemagne;10/05/1995;10501;Tourtière;745,00 F
Pericles Comidas clásicas;2;México D.F.;Mexique;11/05/1995;10502;Røgede sild;997,50 F
Pericles Comidas clásicas;2;México D.F.;Mexique;11/05/1995;10502;Perth Pasties;984,00 F
Hungry Owl All-Night Grocers;6;Cork;Irlande;12/05/1995;10503;Tofu;8 137,50 F
Hungry Owl All-Night Grocers;6;Cork;Irlande;12/05/1995;10503;Louisiana Fiery Hot Pepper Sauce;2 105,00 F
White Clover Markets;4;Seattle;États-Unis;12/05/1995;10504;Chang;1 140,00 F
White Clover Markets;4;Seattle;États-Unis;12/05/1995;10504;Sir Rodney's Scones;600,00 F
White Clover Markets;4;Seattle;États-Unis;12/05/1995;10504;Perth Pasties;1 640,00 F
White Clover Markets;4;Seattle;États-Unis;12/05/1995;10504;Sirop d'érable;3 562,50 F
Mère Paillarde;3;Montréal;Canada;15/05/1995;10505;Tarte au sucre;739,50 F
Königlich Essen;9;Brandenburg;Allemagne;16/05/1995;10506;NuNuCa Nuß-Nougat-Creme;1 134,00 F
Königlich Essen;9;Brandenburg;Allemagne;16/05/1995;10506;Outback Lager;945,00 F
Antonio Moreno Taquería;7;México D.F.;Mexique;16/05/1995;10507;Chocolade;812,81 F
Ottilies Käseladen;1;Köln;Allemagne;17/05/1995;10508;Konbu;300,00 F
Ottilies Käseladen;1;Köln;Allemagne;17/05/1995;10508;Chartreuse verte;900,00 F
Blauer See Delikatessen;4;Mannheim;Allemagne;18/05/1995;10509;Rössle Sauerkraut;684,00 F
Save-a-lot Markets;6;Boise;États-Unis;19/05/1995;10510;Thüringer Rostbratwurst;22 282,20 F
Save-a-lot Markets;6;Boise;États-Unis;19/05/1995;10510;Rhönbräu Klosterbier;1 255,50 F
Bon app';4;Marseille;France;19/05/1995;10511;Chef Anton's Cajun Seasoning;4 675,00 F
Bon app';4;Marseille;France;19/05/1995;10511;Uncle Bob's Organic Dried Pears;6 375,00 F
Familia Arquibaldo;7;São Paulo;Brésil;22/05/1995;10512;Camembert Pierrot;1 734,00 F
Familia Arquibaldo;7;São Paulo;Brésil;22/05/1995;10512;Zaanse koeken;242,25 F
Familia Arquibaldo;7;São Paulo;Brésil;22/05/1995;10512;Spegesild;459,00 F
Die Wandernde Kuh;7;Stuttgart;Allemagne;23/05/1995;10513;Mascarpone Fabioli;6 400,00 F
Die Wandernde Kuh;7;Stuttgart;Allemagne;23/05/1995;10513;Sirop d'érable;1 710,00 F
Die Wandernde Kuh;7;Stuttgart;Allemagne;23/05/1995;10513;Sir Rodney's Scones;1 600,00 F
Ernst Handel;3;Graz;Autriche;23/05/1995;10514;Sir Rodney's Marmalade;15 795,00 F
Ernst Handel;3;Graz;Autriche;23/05/1995;10514;Rössle Sauerkraut;7 980,00 F
Ernst Handel;3;Graz;Autriche;23/05/1995;10514;Louisiana Fiery Hot Pepper Sauce;4 104,75 F
Ernst Handel;3;Graz;Autriche;23/05/1995;10514;Rhönbräu Klosterbier;1 937,50 F
QUICK-Stop;2;Cunewalde;Allemagne;24/05/1995;10515;Schoggi Schokolade;26 340,00 F
QUICK-Stop;2;Cunewalde;Allemagne;24/05/1995;10515;Camembert Pierrot;12 138,00 F
QUICK-Stop;2;Cunewalde;Allemagne;24/05/1995;10515;Pavlova;4 362,50 F
QUICK-Stop;2;Cunewalde;Allemagne;24/05/1995;10515;Mishi Kobe Niku;6 596,00 F
Hungry Owl All-Night Grocers;2;Cork;Irlande;25/05/1995;10516;Singaporean Hokkien Fried Mee;1 400,00 F
Hungry Owl All-Night Grocers;2;Cork;Irlande;25/05/1995;10516;Carnarvon Tigers;7 031,25 F
North/South;3;London;Royaume-Uni;25/05/1995;10517;Raclette Courdavault;1 100,00 F
North/South;3;London;Royaume-Uni;25/05/1995;10517;Outback Lager;450,00 F
Tortuga Restaurante;4;México D.F.;Mexique;26/05/1995;10518;Côte de Blaye;19 762,50 F
Chop-suey Chinese;6;Bern;Suisse;29/05/1995;10519;Camembert Pierrot;1 615,00 F
Santé Gourmet;7;Stavern;Norvège;30/05/1995;10520;Perth Pasties;820,00 F
Cactus Comidas para llevar;8;Buenos Aires;Argentine;30/05/1995;10521;Steeleye Stout;270,00 F
Cactus Comidas para llevar;8;Buenos Aires;Argentine;30/05/1995;10521;Jack's New England Clam Chowder;482,50 F
Lehmanns Marktstand;4;Frankfurt a.M.;Allemagne;31/05/1995;10522;Nord-Ost Matjeshering;2 071,20 F
Lehmanns Marktstand;4;Frankfurt a.M.;Allemagne;31/05/1995;10522;Boston Crab Meat;1 840,00 F
Lehmanns Marktstand;4;Frankfurt a.M.;Allemagne;31/05/1995;10522;Chai;2 880,00 F
Lehmanns Marktstand;4;Frankfurt a.M.;Allemagne;31/05/1995;10522;Northwoods Cranberry Sauce;4 800,00 F
Seven Seas Imports;7;London;Royaume-Uni;01/06/1995;10523;Alice Mutton;4 387,50 F
Seven Seas Imports;7;London;Royaume-Uni;01/06/1995;10523;Sir Rodney's Marmalade;5 467,50 F
Seven Seas Imports;7;London;Royaume-Uni;01/06/1995;10523;Jack's New England Clam Chowder;260,55 F
Berglunds snabbköp;1;Luleå;Suède;01/06/1995;10524;Nord-Ost Matjeshering;1 294,50 F
Berglunds snabbköp;1;Luleå;Suède;01/06/1995;10524;Tourtière;558,75 F
Bon app';1;Marseille;France;02/06/1995;10525;Boston Crab Meat;1 242,00 F
Wartian Herkku;4;Oulu;Finlande;05/06/1995;10526;Chai;612,00 F
Wartian Herkku;4;Oulu;Finlande;05/06/1995;10526;Konbu;300,00 F
QUICK-Stop;7;Cunewalde;Allemagne;05/06/1995;10527;Chef Anton's Cajun Seasoning;4 950,00 F
Great Lakes Food Market;6;Eugene;États-Unis;06/06/1995;10528;Mozzarella di Giovanni;1 566,00 F
Maison Dewey;5;Bruxelles;Belgique;07/06/1995;10529;Pâté chinois;1 680,00 F
Maison Dewey;5;Bruxelles;Belgique;07/06/1995;10529;Scottish Longbreads;1 250,00 F
Piccolo und mehr;3;Salzburg;Autriche;08/06/1995;10530;Alice Mutton;7 800,00 F
Piccolo und mehr;3;Salzburg;Autriche;08/06/1995;10530;Sirop d'érable;2 850,00 F
Piccolo und mehr;3;Salzburg;Autriche;08/06/1995;10530;Lakkalikööri;4 500,00 F
Océano Atlántico Ltda.;7;Buenos Aires;Argentine;08/06/1995;10531;Raclette Courdavault;550,00 F
Eastern Connection;7;London;Royaume-Uni;09/06/1995;10532;Nord-Ost Matjeshering;1 941,75 F
Eastern Connection;7;London;Royaume-Uni;09/06/1995;10532;Louisiana Hot Spiced Okra;2 040,00 F
Folk och fä HB;8;Bräcke;Suède;12/06/1995;10533;Chef Anton's Cajun Seasoning;5 225,00 F
Folk och fä HB;8;Bräcke;Suède;12/06/1995;10533;Mozzarella di Giovanni;4 176,00 F
Folk och fä HB;8;Bräcke;Suède;12/06/1995;10533;Röd Kaviar;1 710,00 F
Lehmanns Marktstand;8;Frankfurt a.M.;Allemagne;12/06/1995;10534;Nord-Ost Matjeshering;1 294,50 F
Lehmanns Marktstand;8;Frankfurt a.M.;Allemagne;12/06/1995;10534;Tourtière;298,00 F
Lehmanns Marktstand;8;Frankfurt a.M.;Allemagne;12/06/1995;10534;Boston Crab Meat;736,00 F
Antonio Moreno Taquería;4;México D.F.;Mexique;13/06/1995;10535;Boston Crab Meat;828,00 F
Antonio Moreno Taquería;4;México D.F.;Mexique;13/06/1995;10535;Ravioli Angelo;438,75 F
Antonio Moreno Taquería;4;México D.F.;Mexique;13/06/1995;10535;Raclette Courdavault;3 712,50 F
Lehmanns Marktstand;3;Frankfurt a.M.;Allemagne;14/06/1995;10536;Queso Manchego La Pastora;2 137,50 F
Lehmanns Marktstand;3;Frankfurt a.M.;Allemagne;14/06/1995;10536;Camembert Pierrot;4 462,50 F
